HexNotation,Hue,Saturation,Value,HueSpectrum,ValueSpectrum,SaturationSpectrum
#0087AA,192.3490093,100,49.971486,Green/Blue,Mid-Value,Brightest
#006690,197.2812978,100,39.5,Green/Blue,Dark,Brightest
#0074A2,196.999013,100,43.930525,Green/Blue,Mid-Value,Brightest
#575F95,231.6622205,26.54129132,42.082693,Green/Blue,Mid-Value,Dull
#15453B,167.7620771,52.96202541,26,Green,Dark,Medium
#883F15,22.15429288,72.79340414,35.9,Red/Orange,Dark,Bright
#4C3C80,254.1815664,35.78131544,30.427465,Blue,Dark,Dull
#E63471,339.4398146,78.8353045,52.579649,Red/Purple,Mid-Value,Bright
#B8CCA8,94.17502422,26.34623083,79.993503,Yellow/Green,light,Dull
#7F438D,288.4851011,35.14708442,38.95015,Purple,Dark,Dull
#F7D485,41.43480081,88.91548983,86.467524,Orange,Lightest,Brightest
#F3C49F,26.26211483,79.14722383,82.518103,Red/Orange,Lightest,Bright
#0091A4,186.8617826,100,54.05004,Green/Blue,Mid-Value,Brightest
#FDC5AA,19.98179067,96.34182427,84.1,Red/Orange,Lightest,Brightest
#80BFAB,161.1745011,32.98094264,72.9,Green,light,Dull
#FAC375,35.02370504,94.10795808,82.395488,Orange,Lightest,Brightest
#FF95AA,348.2314435,100,74.763255,Red/Purple,light,Brightest
#D6AD8A,28.10975905,48.18947636,73.799929,Red/Orange,light,Medium
#004674,203.6083536,100,27.9,Green/Blue,Dark,Brightest
#F0CF6B,44.76286401,82.6521845,84.202312,Orange,Lightest,Brightest
#122137,216.2429828,49.2117324,12.8,Green/Blue,Darkest,Medium
#FE8743,21.75912861,99.48036004,68.807235,Red/Orange,light,Brightest
#102750,218.8212725,65.27650788,16.442437,Green/Blue,Darkest,Bright
#CA171F,357.2070227,79.24327834,43.305492,Red/Purple,Mid-Value,Bright
#007DA1,193.2225417,100,46.443567,Green/Blue,Mid-Value,Brightest
#C7BEB1,35.3955332,16.8835642,77.614971,Orange,light,Dullest
#B4B2AB,43.42291681,6.025317521,72.7,Orange,light,Dullest
#A60B5C,328.7379241,87.37417228,36.318921,Red/Purple,Dark,Brightest
#B0CC95,90.7841355,35.13712587,78.888574,Yellow/Green,light,Dull
#F0CB92,36.29350153,76.00598511,83.633912,Orange,Lightest,Bright
#7CB965,103.7473736,37.56214819,69.5,Yellow/Green,light,Dull
#FF91B2,341.8829462,100,73.493205,Red/Purple,light,Brightest
#6B9979,138.1923459,18.40767154,59.291272,Green,Mid-Value,Dullest
#7C2859,324.8748254,50.61331329,30.9,Red/Purple,Dark,Medium
#17552F,143.2287858,57.4347685,31.8,Green,Dark,Medium
#70C0AD,166.0185065,38.73996464,72.471547,Green,light,Dull
#FDE4C5,33.09307551,93.621159,91.983927,Orange,Lightest,Brightest
#817972,29.16674258,6.04430799,51.5,Red/Orange,Mid-Value,Dullest
#FFA09A,3.405057401,100,78.663404,Red,light,Brightest
#A685A9,294.0207242,17.56737245,59.741407,Purple,Mid-Value,Dullest
#FB2921,2.255308304,97.04375403,54.444205,Red,Mid-Value,Brightest
#E68B2E,30.34935132,78.68806025,66.247541,Orange,light,Bright
#B7C7C5,172.6659891,12.57806008,79.327619,Green/Blue,light,Dullest
#C1A88E,30.95571915,29.4894023,70.667968,Orange,light,Dull
#A22661,331.1987289,62.0919039,37.924648,Red/Purple,Dark,Bright
#005F52,171.8973506,100,34.7,Green/Blue,Dark,Brightest
#178B44,143.3241258,71.32344625,50.883422,Green,Mid-Value,Bright
#970E38,341.7560978,82.71753413,32.4,Red/Purple,Dark,Brightest
#FA965B,22.5030995,94.33996865,71.718199,Red/Orange,light,Brightest
#FDD24B,45.40154881,98.12122144,85.797687,Orange/Yellow,Lightest,Brightest
#A294AC,275.5324312,12.52636987,63.503587,Purple,light,Dullest
#FF6E6E,359.9447356,100,65.042243,Red/Purple,light,Brightest
#00594E,172.6506171,100,31.696743,Green/Blue,Dark,Brightest
#DABF9A,35.10785126,46.77929974,79.047716,Orange,light,Medium
#FF6B66,2.10941579,100,66.104368,Red,light,Brightest
#FF8E86,4.204216247,100,74.55503,Red,light,Brightest
#AC4336,6.927446721,52.11642222,43.054471,Red,Mid-Value,Medium
#EAB237,41.20711802,81.18516515,75.939637,Orange,light,Brightest
#B9634C,12.7829991,43.9298862,51.7,Red,Mid-Value,Medium
#81C1AE,162.3251907,34.46738486,73.767531,Green,light,Dull
#659BB0,196.8394597,32.15913951,61.196157,Green/Blue,light,Dull
#F8C73A,44.54528091,94.00924951,82.725332,Orange,Lightest,Brightest
#302354,255.8048843,40.64589605,18,Blue,Darkest,Dull
#004B4B,179.9894686,100,28.3,Green/Blue,Dark,Brightest
#FF4F4D,0.805423307,100,61.588608,Red,light,Brightest
#3A2723,9.880439502,24.31686733,18,Red,Darkest,Dull
#D7922F,35.41153502,67.79099821,66.047976,Orange,light,Bright
#704632,19.25755579,38.22205589,34.3,Red/Orange,Dark,Dull
#FF6F98,342.88783,100,72.017081,Red/Purple,light,Brightest
#A03875,324.7448083,48.29270629,40.676349,Red/Purple,Dark,Medium
#8D152C,348.6704699,73.2907123,30.5,Red/Purple,Dark,Bright
#00A0B0,185.284846,100,60.17652,Green/Blue,Mid-Value,Brightest
#612020,359.384819,50.34586448,22.6,Red/Purple,Dark,Medium
#008568,166.7985348,100,48.059721,Green,Mid-Value,Brightest
#00A08F,173.6661965,100,58.693821,Green/Blue,Mid-Value,Brightest
#B88B64,27.71291376,36.99914796,61.4,Red/Orange,light,Dull
#0090BB,193.761569,100,55.548557,Green/Blue,Mid-Value,Brightest
#3C85C3,207.7342999,53.37438515,53.803381,Green/Blue,Mid-Value,Medium
#431320,344.3650432,54.88537484,14.4,Red/Purple,Darkest,Medium
#DB6134,16.39558635,69.89017168,56.085193,Red/Orange,Mid-Value,Bright
#FFACB4,353.7961325,100,79.6,Red/Purple,light,Brightest
#8673A8,260.9431464,23.5322965,52.212817,Blue,Mid-Value,Dull
#AEB58B,70.47977469,22.38835741,72.382237,Yellow,light,Dull
#4D244C,300.919388,35.98324428,21.6,Purple,Dark,Dull
#66B6D4,196.391716,56.41016756,70.456389,Green/Blue,light,Medium
#D22B4A,348.8635279,65.85792547,47.1,Red/Purple,Mid-Value,Bright
#FF9831,30.01412091,100,72.312803,Orange,light,Brightest
#886547,27.81432163,30.92329902,45.819827,Red/Orange,Mid-Value,Dull
#543B31,17.86627679,26.61701738,27.733982,Red/Orange,Dark,Dull
#654939,22.15654223,27.78737686,33.755945,Red/Orange,Dark,Dull
#006851,166.8176159,100,37.146868,Green,Dark,Brightest
#009F77,164.8370886,100,57.759482,Green,Mid-Value,Brightest
#B98234,34.93554378,55.81363717,58.705369,Orange,Mid-Value,Medium
#FFC0CD,347.7333955,100,84.503333,Red/Purple,Lightest,Brightest
#254274,217.6019958,51.64773984,28.569602,Green/Blue,Dark,Medium
#9888C2,256.2637099,32.72973758,60.175524,Blue,Mid-Value,Dull
#5A7E9F,208.272072,27.7391013,51.7,Green/Blue,Mid-Value,Dull
#EE8B9F,347.6836775,74.71419112,69.079792,Red/Purple,light,Bright
#008FAC,190.0575662,100,54.351114,Green/Blue,Mid-Value,Brightest
#7FA7B4,195.1649396,26.02336975,66.2,Green/Blue,light,Dull
#00A6C7,190.0558123,100,61.293615,Green/Blue,light,Brightest
#9F743B,34.58783488,45.87029759,52.3,Orange,Mid-Value,Medium
#AC6A30,28.13186766,56.28813336,51.350531,Red/Orange,Mid-Value,Medium
#F7C48F,30.63673752,87.05491692,82.681793,Orange,Lightest,Brightest
#8A4459,341.8484051,33.62837021,38.6,Red/Purple,Dark,Dull
#394F3F,136.3961558,16.16512137,31.6,Green,Dark,Dullest
#00609B,202.9431758,100,38.915452,Green/Blue,Dark,Brightest
#1D5A43,157.417208,50.19387891,33.994251,Green,Dark,Medium
#CE2323,359.8725358,70.63042318,45,Red/Purple,Mid-Value,Bright
#008AB6,194.6291955,100,51.496198,Green/Blue,Mid-Value,Brightest
#FFA3C3,339.361848,100,79.243996,Red/Purple,light,Brightest
#49A192,169.5578147,37.30257512,60.9,Green,Mid-Value,Dull
#D6C195,40.901249,43.95454764,79,Orange,light,Medium
#EEC556,43.59607284,82.4566059,81.3,Orange,Lightest,Brightest
#6F1425,348.5330295,68.90563807,23.9,Red/Purple,Dark,Bright
#89A6B5,200.2181761,22.75413567,66.691185,Green/Blue,light,Dull
#31A178,158.0379271,53.30289343,59.601995,Green,Mid-Value,Medium
#424386,239.1593107,34.14630652,31.7,Green/Blue,Dark,Dull
#F5ABAD,358.5018668,79.42334615,77.290007,Red/Purple,light,Bright
#ECC993,36.96581319,70.07568062,82.979894,Orange,Lightest,Bright
#F7C4BF,5.124283648,79.4193788,83.592658,Red,Lightest,Bright
#005A99,204.7310565,100,35.953703,Green/Blue,Dark,Brightest
#A16621,32.19404058,65.85976611,48.7,Orange,Mid-Value,Bright
#593C2F,19.1461298,30.59886995,28.576286,Red/Orange,Dark,Dull
#AF1E2E,353.0944174,70.80552838,38.4,Red/Purple,Dark,Bright
#93BBCC,197.7708501,36.05609271,73.867975,Green/Blue,light,Dull
#C51E58,339.0518964,73.60741117,43.717298,Red/Purple,Mid-Value,Bright
#B61948,341.9483828,75.09484392,39.870726,Red/Purple,Dark,Bright
#152F4B,211.6687138,55.56175955,19,Green/Blue,Darkest,Medium
#EFC367,40.51545284,81.12487037,81.035532,Orange,Lightest,Brightest
#F0C300,48.80180418,100,80.527023,Orange/Yellow,light,Brightest
#EF3095,328.1986669,86.35691426,54.9,Red/Purple,Mid-Value,Brightest
#EAB48E,24.98868129,69.29701468,77.626851,Red/Orange,light,Bright
#006B9A,198.0632711,100,41,Green/Blue,Mid-Value,Brightest
#77BAA8,164.0676726,32.77479838,70.866535,Green,light,Dull
#483129,14.74064449,26.87900971,22.9,Red,Dark,Dull
#6F4E3D,19.95603234,29.01126494,36.364914,Red/Orange,Dark,Dull
#701F26,354.7637505,55.83629045,25.7,Red/Purple,Dark,Medium
#E590A3,346.671318,62.3982608,69.076011,Red/Purple,light,Bright
#28214B,249.3025057,38.25720444,16.1,Blue,Darkest,Dull
#971C4D,336.3668507,68.25721592,34.1,Red/Purple,Dark,Bright
#A78468,27.07858198,26.3753248,57.947002,Red/Orange,Mid-Value,Dull
#4F8BB5,204.6196163,41.05234153,55.876308,Green/Blue,Mid-Value,Medium
#BF5030,13.3136465,59.35622082,48.534994,Red,Mid-Value,Medium
#F7DEC4,30.68133923,78.15577953,90.05179,Orange,Lightest,Bright
#D42640,351.035948,69.04922195,46.736692,Red/Purple,Mid-Value,Bright
#FB7C93,349.2548932,94.33521631,67.436113,Red/Purple,light,Brightest
#C94432,7.29454031,59.91770981,48.1,Red,Mid-Value,Medium
#005778,196.3179684,100,34.4,Green/Blue,Dark,Brightest
#C7AE92,31.89200267,32.45206837,72.854199,Orange,light,Dull
#2CA15B,144.0275584,56.89094804,59,Green,Mid-Value,Medium
#675698,255.3280809,27.87031497,41,Blue,Mid-Value,Dull
#51A4B3,189.5386004,39.42233054,63.116894,Green/Blue,light,Dull
#005B3D,160.5179858,100,32.634264,Green,Dark,Brightest
#CDCE98,61.07093834,35.58761373,81.604644,Yellow,Lightest,Dull
#739BB2,202.2643096,29.37273031,62.1,Green/Blue,light,Dull
#8E93B1,231.1763421,18.50986207,61.7,Green/Blue,light,Dullest
#C4BEB9,29.61730726,8.319382683,77.488808,Red/Orange,light,Dullest
#FF4D6E,349.0937155,100,59.9,Red/Purple,Mid-Value,Brightest
#89472D,16.80318297,50.31121779,38.118808,Red/Orange,Dark,Medium
#FED255,44.28205246,99.43324207,86,Orange,Lightest,Brightest
#0D422D,156.4262546,66.6673536,24.6,Green,Dark,Bright
#86C1D5,195.3790974,48.91130917,74.892234,Green/Blue,light,Medium
#714324,24.39072622,51.81102643,33.427642,Red/Orange,Dark,Medium
#008FB9,193.465158,100,54,Green/Blue,Mid-Value,Brightest
#5CB086,150.0652571,34.75717191,66,Green,light,Dull
#7270BF,241.6581465,38.15702991,50.719681,Blue,Mid-Value,Dull
#2C3C62,222.4161443,37.5814737,26,Green/Blue,Dark,Dull
#006D98,196.8385518,100,42.8,Green/Blue,Mid-Value,Brightest
#F5DC98,43.45797447,83.16881524,88.458915,Orange,Lightest,Brightest
#006254,171.4181676,100,35.5,Green/Blue,Dark,Brightest
#A9AED6,233.6408617,35.52625276,72.021324,Green/Blue,light,Dull
#A2CAA4,122.3327529,27.58065083,77.895886,Green,light,Dull
#FFCBA6,25.1131656,100,85.487449,Red/Orange,Lightest,Brightest
#5EC2C9,184.0935495,50.03385173,73.096923,Green/Blue,light,Medium
#F28342,22.1790408,88.03224497,66.397343,Red/Orange,light,Brightest
#C18D62,27.00325384,43.74370186,63,Red/Orange,light,Medium
#E0A3B2,344.842227,49.51505376,73.206827,Red/Purple,light,Medium
#BACCD2,194.4117269,21.46351908,81.091858,Green/Blue,Lightest,Dull
#2C4760,208.2890541,37.13535186,29.3,Green/Blue,Dark,Dull
#B29AB9,286.5718369,18.59259497,66.774568,Purple,light,Dullest
#CAAF67,43.72212131,48.3964002,72.6,Orange,light,Medium
#FCD88D,40.4624857,96.54042352,88.060711,Orange,Lightest,Brightest
#A4D7B5,139.7108836,38.80419322,81.840674,Green,Lightest,Dull
#DF8BA3,343.1506625,56.95442426,67.3,Red/Purple,light,Medium
#ECAE82,24.82797025,74.1952664,76.064073,Red/Orange,light,Bright
#FFB98B,23.81578745,100,80.731871,Red/Orange,light,Brightest
#8F9BB4,221.2666085,19.91413382,63.938874,Green/Blue,light,Dullest
#FFB0B6,355.3700307,100,81.820803,Red/Purple,Lightest,Brightest
#EFD9BB,35.3724503,62.29357606,88,Orange,Lightest,Bright
#DA0017,353.6455628,100,44.644857,Red/Purple,Mid-Value,Brightest
#FFAACA,337.3708327,100,80.147716,Red/Purple,light,Brightest
#E4A8B6,346.5671666,52.43619299,75,Red/Purple,light,Medium
#008A5E,160.9962563,100,50,Green,Mid-Value,Brightest
#48B0C6,190.6318516,52.86911619,67.060682,Green/Blue,light,Medium
#CA86A5,332.2631542,39.31054068,63.731872,Red/Purple,light,Dull
#01336B,211.8327141,97.37787131,21.8,Green/Blue,Dark,Brightest
#8E3436,358.4809294,46.02326153,35.2,Red/Purple,Dark,Medium
#66AD4B,103.3269929,39.36250681,64.476019,Yellow/Green,light,Dull
#F8BC35,41.49706263,94.21003346,79.979952,Orange,light,Brightest
#28A2B0,186.1918196,62.91873359,61.20695,Green/Blue,light,Bright
#BADBBE,127.8022462,31.38162186,84.527312,Green,Lightest,Dull
#D92E33,358.1537038,69.75307759,48.4,Red/Purple,Mid-Value,Bright
#E2885B,19.88488219,70.63520141,65.650467,Red/Orange,light,Bright
#F0B790,24.40753946,76.94036679,78.882644,Red/Orange,light,Bright
#588444,101.6020371,31.61423733,50.9,Yellow/Green,Mid-Value,Dull
#FB4B3F,3.660146903,96.00063417,58,Red,Mid-Value,Brightest
#9BC67D,95.71945227,39.16007714,75.548603,Yellow/Green,light,Dull
#B7906D,28.34014292,34.20038994,62.831412,Red/Orange,light,Dull
#7FAB5C,93.19114061,32.21939196,65.518419,Yellow/Green,light,Dull
#0081A2,192.2075743,100,47.801744,Green/Blue,Mid-Value,Brightest
#3596B1,192.8045288,53.51447414,58.094171,Green/Blue,Mid-Value,Medium
#FFAB73,23.88541377,100,77.557388,Red/Orange,light,Brightest
#F2E0A0,46.90074217,76.28299406,89.367189,Orange/Yellow,Lightest,Bright
#DA7D52,18.81170553,65.16257208,61.980182,Red/Orange,light,Bright
#FE7F26,24.54738021,99.89233333,67,Red/Orange,light,Brightest
#C78F5F,27.57089957,48.1534616,64,Red/Orange,light,Medium
#F9B824,41.75032857,95.03301765,78.999786,Orange,light,Brightest
#E1406C,343.8116118,72.85226875,52.804374,Red/Purple,Mid-Value,Bright
#F2702E,20.35410124,88.45422138,62.415422,Red/Orange,light,Brightest
#5AB375,138.1641896,37.10270598,66.410614,Green,light,Dull
#721532,341.5342182,68.42556023,24.995472,Red/Purple,Dark,Bright
#004E76,200.6234421,100,29.2,Green/Blue,Dark,Brightest
#006B64,176.4279205,100,40,Green/Blue,Dark,Brightest
#FF8DB7,337.6679013,100,73.607297,Red/Purple,light,Brightest
#E89A3F,32.18155305,79.01314723,70,Orange,light,Bright
#005729,148.1041157,100,31.763154,Green,Dark,Brightest
#2C8249,140.1605837,49.28866664,48.3,Green,Mid-Value,Medium
#7BD2D9,184.238933,55.61593984,79.540814,Green/Blue,light,Medium
#7AB7B7,180.5360676,29.98737967,70.580852,Green/Blue,light,Dull
#00BACD,185.6565071,100,68.3,Green/Blue,light,Brightest
#62619D,240.2650578,23.26855817,43.897091,Blue,Mid-Value,Dull
#7B4E35,21.59839678,39.10016371,38,Red/Orange,Dark,Dull
#008088,183.4890226,100,48.4,Green/Blue,Mid-Value,Brightest
#C3BDAF,41.34317922,14.15773168,76.758385,Orange,light,Dullest
#A1D2D1,178.1547136,35.84887247,81.177765,Green/Blue,Lightest,Dull
#DCC7A6,36.76371694,44.29531421,81.5,Orange,Lightest,Medium
#FAA0B3,347.2798688,91.11391674,75.416328,Red/Purple,light,Brightest
#9F7FB2,277.0361456,24.92759598,58,Purple,Mid-Value,Dull
#CEC3DB,267.3284452,24.97370828,80.407233,Blue,light,Dull
#6D1561,307.8923872,66.73727567,25.882383,Purple,Dark,Bright
#007D41,151.4701137,100,45.2,Green,Mid-Value,Brightest
#1E6380,197.5772991,61.87352347,39.3,Green/Blue,Dark,Bright
#893A84,303.4745178,40.11432129,38.065385,Purple,Dark,Dull
#E4587B,344.9280989,72.45731805,57.043544,Red/Purple,Mid-Value,Bright
#E5B3B0,3.764119625,51.28376305,77.462071,Red,light,Medium
#8281A6,241.095398,17.13191447,55.416313,Blue,Mid-Value,Dullest
#203F39,167.8812571,32.15094494,24.5,Green,Dark,Dull
#6695AE,201.0275684,30.79989905,59.46561,Green/Blue,Mid-Value,Dull
#8F0423,346.7032787,93.96599082,29.67429,Red/Purple,Dark,Brightest
#61412F,22.20365655,34.27274422,31.002242,Red/Orange,Dark,Dull
#037C96,190.6318803,94.85410244,47.905124,Green/Blue,Mid-Value,Brightest
#20243B,231.1923348,29.54288914,14.95345,Green/Blue,Darkest,Dull
#853572,313.9984687,42.93553072,35.6097,Purple,Dark,Medium
#60B373,133.7945209,35.58172462,66.697548,Green,light,Dull
#9AB946,76.36222511,45.45008372,71.09585,Yellow,light,Medium
#F48B7F,5.819341338,84.16210055,68.968461,Red,light,Brightest
#63977B,147.8648534,20.85785386,58.4,Green,Mid-Value,Dullest
#A083AD,280.1004487,20.54936579,58.994507,Purple,Mid-Value,Dullest
#554A45,20.16067575,10.03674163,32.7,Red/Orange,Dark,Dullest
#FDAB90,14.88683317,97.18467317,77.497397,Red,light,Brightest
#E7CE95,41.34549344,63.8095788,83.703524,Orange,Lightest,Bright
#B89A7D,29.29083335,29.58202976,65.629752,Red/Orange,light,Dull
#AFA0B5,282.6500933,12.00445977,67.99343,Purple,light,Dullest
#DC5CA0,327.9531494,64.88508337,57.6,Red/Purple,Mid-Value,Bright
#8C4C33,16.74702438,46.58506815,39.627465,Red/Orange,Dark,Medium
#B4173E,345.2425232,76.81583111,39.132735,Red/Purple,Dark,Bright
#ED0F2E,351.7920422,87.51548086,50.192086,Red/Purple,Mid-Value,Brightest
#53778E,203.0343317,26.41723113,48.571211,Green/Blue,Mid-Value,Dull
#004B81,205.0569797,100,30.971447,Green/Blue,Dark,Brightest
#9B9896,21.31574111,2.597663305,63.235593,Red/Orange,light,Dullest
#938172,26.91379477,13.55409474,55.4,Red/Orange,Mid-Value,Dullest
#D79B4F,33.3951352,63.44856435,68.527188,Orange,light,Bright
#A73A45,353.9734372,48.34157161,40.8,Red/Purple,Dark,Medium
#F54581,339.4764738,90.12402415,57.418824,Red/Purple,Mid-Value,Brightest
#004D3D,167.0601728,100,28.468267,Green,Dark,Brightest
#323752,230.869021,24.09461146,23.833181,Green/Blue,Dark,Dull
#C4A473,36.08399666,40.5437337,69.201736,Orange,light,Dull
#0A5E8C,201.1992253,86.64023575,37.87728,Green/Blue,Dark,Brightest
#C15560,353.6624146,47.16284152,50.48331,Red/Purple,Mid-Value,Medium
#B83F19,14.35449245,75.66896195,44.114149,Red,Mid-Value,Bright
#F8B799,18.99508072,88.01895854,79.975213,Red/Orange,light,Brightest
#BC88A4,328.2891209,28.17927138,62.667133,Red/Purple,light,Dull
#C3B9AC,34.72017036,16.42016626,75.947323,Orange,light,Dullest
#88B954,88.87383327,41.84106066,69.946712,Yellow,light,Medium
#B7A58A,35.74786,24.1764351,68.795038,Orange,light,Dull
#006E97,195.9763338,100,41.749353,Green/Blue,Mid-Value,Brightest
#E9BA70,36.68006602,73.98142367,78.519873,Orange,light,Bright
#EC8B38,27.68203405,83.1964362,67.2,Red/Orange,light,Brightest
#92B09E,144.8104308,16.02499951,69.4,Green,light,Dullest
#F1C486,34.77564298,80.25801218,82.005104,Orange,Lightest,Bright
#E5BF93,32.29563734,61.16677679,79.826373,Orange,light,Bright
#192840,216.9760619,43.56205679,16.3,Green/Blue,Darkest,Medium
#C68E52,30.88679371,50.70801401,63.378701,Orange,light,Medium
#083354,205.8123171,81.68901474,20.640532,Green/Blue,Darkest,Brightest
#CCCB81,58.95231296,42.3502601,80.292568,Orange/Yellow,light,Medium
#9CB6C4,200.9135861,25.48840634,72.84203,Green/Blue,light,Dull
#B07597,325.4608232,27.03819408,56.502366,Red/Purple,Mid-Value,Dull
#CAAB91,27.55758215,34.87251867,72.308787,Red/Orange,light,Dull
#503B31,18.1432193,23.78767979,27,Red/Orange,Dark,Dull
#A49082,25.1824787,15.77549152,61.293336,Red/Orange,light,Dullest
#006A9A,198.7043176,100,40.67484,Green/Blue,Dark,Brightest
#9BC3B7,163.0448249,24.94190853,75.812069,Green,light,Dull
#4E7B70,165.8269823,21.98366769,48.393465,Green,Mid-Value,Dull
#D69776,20.73213894,54.75397177,68.082038,Red/Orange,light,Medium
#BECCAE,86.99355978,22.25419783,80.368966,Yellow,light,Dull
#91B0B0,179.9709593,16.39288269,69.842353,Green/Blue,light,Dullest
#735392,269.8068468,27.2855605,41.349366,Blue,Mid-Value,Dull
#EFA631,36.83832299,86.12693999,73.6,Orange,light,Brightest
#CCBEA9,35.24664116,26.38072725,77.7,Orange,light,Dull
#1A7168,173.4468888,62.54705067,43.124169,Green/Blue,Mid-Value,Bright
#754C37,19.74332553,35.705138,36.528302,Red/Orange,Dark,Dull
#31945D,146.601684,50.44003147,54.927605,Green,Mid-Value,Medium
#71AFB8,187.3745744,33.19645909,67.917904,Green/Blue,light,Dull
#F5AE62,30.87312994,88.65003897,76.493422,Orange,light,Brightest
#DB3641,355.8439357,69.9978133,49.7,Red/Purple,Mid-Value,Bright
#562F1D,19.82754703,49.59508815,24.263706,Red/Orange,Dark,Medium
#661B4B,321.3487688,58.10577892,24.129326,Red/Purple,Dark,Medium
#C4A0AF,335.2024013,23.28613285,69.717965,Red/Purple,light,Dull
#CDB996,38.43539264,35.30503481,76.234257,Orange,light,Dull
#F26E00,27.28516612,100,61.855938,Red/Orange,light,Brightest
#F1A1A4,357.7176993,74.31826197,74.342952,Red/Purple,light,Bright
#007376,181.7505372,100,43,Green/Blue,Mid-Value,Brightest
#AC9E86,38.4476604,18.63188486,65.828403,Orange,light,Dullest
#34668E,206.4682443,45.77105216,41.800197,Green/Blue,Mid-Value,Medium
#728167,94.98423558,11.13383289,52.484702,Yellow/Green,Mid-Value,Dullest
#5C2140,328.0741625,46.83054024,22.872893,Red/Purple,Dark,Medium
#921E6E,318.7147466,65.37671385,34.399516,Red/Purple,Dark,Bright
#C99FAF,336.8281231,27.9093043,69.944799,Red/Purple,light,Dull
#CA1B21,358.2157215,75.81719014,43.562595,Red/Purple,Mid-Value,Bright
#CF6D69,2.273800868,51.37857037,57.413227,Red,Mid-Value,Medium
#A5A8A3,95.75168888,2.815473748,68.7,Yellow/Green,light,Dullest
#715026,33.78489732,49.86170072,37.060045,Orange,Dark,Medium
#CAA3B6,329.7293958,27.2228328,71.035204,Red/Purple,light,Dull
#EFAB23,39.86155414,86.7970779,74.628053,Orange,light,Brightest
#5E4E7D,260.8808379,23.01707083,36.7,Blue,Dark,Dull
